"payment_id","customer_id","staff_id","rental_id","amount","payment_date"
"18933","111","2","3087","2.99","2022-03-10T03:28:09.563001"
"18938","112","2","3018","2.99","2022-03-07T14:29:25.282432"
"18940","113","1","2282","2.99","2022-03-19T13:45:28.754482"
"18951","115","1","3289","6.99","2022-03-21T12:39:25.706627"
"18959","117","2","3218","2.99","2022-03-26T08:22:43.592649"
"18960","118","2","1766","4.99","2022-03-12T23:53:26.160108"
"18976","122","2","2240","3.99","2022-03-09T02:33:37.584612"
"18981","123","2","1490","4.99","2022-03-17T23:08:15.036587"
"18996","128","1","2565","0.99","2022-03-20T22:13:03.045324"
"19000","129","2","2795","4.99","2022-03-08T12:52:52.799601"
"19004","130","2","1864","2.99","2022-03-10T13:13:34.229014"
"19006","130","2","2292","2.99","2022-03-03T19:20:10.559874"
"19011","132","1","1843","0.99","2022-03-18T12:01:50.922749"
"19014","132","2","2608","2.99","2022-03-20T16:11:12.906847"
"19018","133","2","2665","7.99","2022-03-29T21:20:12.223494"
"19030","137","1","2785","2.99","2022-03-17T14:38:19.316707"
"19032","137","1","3436","5.99","2022-03-09T14:17:22.152904"
"19039","139","2","2718","7.99","2022-03-18T04:16:58.507067"
"19043","140","2","3171","0.99","2022-03-29T11:50:57.05465"
"19048","142","1","3214","2.99","2022-03-02T17:37:24.432895"
"19050","143","1","1942","4.99","2022-03-13T18:00:53.30903"
"19052","143","1","2574","0.99","2022-03-31T23:12:39.789854"
"19061","145","2","2614","0.99","2022-03-03T08:50:27.768473"
"19066","146","1","2342","2.99","2022-03-18T23:01:52.45115"
"19069","147","1","2171","0.99","2022-03-12T16:02:00.024663"
"19070","147","1","2456","6.99","2022-03-18T19:56:45.099351"
"19077","148","2","2847","5.99","2022-03-03T09:55:50.995553"
"19091","151","2","3390","2.99","2022-03-09T23:52:03.276151"
"19092","152","1","2882","4.99","2022-03-06T03:57:06.367844"
"19095","153","1","2893","4.99","2022-03-06T02:47:12.289469"
"19108","156","1","2782","0.99","2022-03-18T00:01:41.478947"
"19109","157","2","2340","0.99","2022-03-31T16:20:24.484005"
"19120","161","1","3075","3.99","2022-03-11T19:05:49.739437"
"19125","162","2","3180","0.99","2022-03-29T10:02:48.873182"
"19131","163","1","3179","0.99","2022-03-01T03:36:10.39203"
"19133","164","2","2589","2.99","2022-03-23T20:29:21.185149"
"19135","165","1","2013","3.99","2022-03-27T04:19:05.166049"
"19142","167","1","1509","5.99","2022-03-03T00:11:39.890524"
"19148","170","2","2413","8.99","2022-03-16T05:28:32.054989"
"19154","171","2","2788","2.99","2022-03-11T23:22:58.424617"
"19161","173","1","2602","2.99","2022-03-21T23:04:55.683649"
"19166","174","1","2326","5.99","2022-03-01T13:41:17.628751"
"19174","176","1","2218","2.99","2022-03-28T19:58:30.08325"
"19175","176","2","2427","2.99","2022-03-29T11:28:13.504028"
"19186","178","2","1745","3.99","2022-03-18T02:17:08.11067"
"19212","186","1","1192","4.99","2022-03-14T11:38:44.48216"
"19215","186","2","2132","4.99","2022-03-14T20:49:12.016187"
"19221","187","2","2127","0.99","2022-03-15T15:18:28.055255"
"19225","188","2","1527","2.99","2022-03-11T00:03:05.886322"
"19229","189","1","1541","0.99","2022-03-22T15:56:46.349777"
"19241","191","1","1677","2.99","2022-03-20T06:52:03.909838"
"19243","191","1","2051","4.99","2022-03-08T13:30:09.792011"
"19246","193","1","1325","4.99","2022-03-30T08:52:12.917943"
"19251","193","1","3297","8.99","2022-03-22T13:01:50.029391"
"19253","194","1","2245","7.99","2022-03-01T16:18:41.544865"
"19268","197","2","1605","8.99","2022-03-20T11:04:33.494005"
"19284","201","1","2047","1.99","2022-03-24T11:25:28.878513"
"19294","210","2","2856","0.99","2022-03-19T03:59:01.080701"
"19312","214","2","2868","2.99","2022-03-07T06:43:31.144764"
"19338","222","1","1368","8.99","2022-03-15T12:53:11.8727"
"19350","227","1","2164","6.99","2022-03-19T04:46:42.855558"
"19355","228","2","3433","3.99","2022-03-13T05:29:11.096114"
"19357","229","1","3208","0.99","2022-03-08T17:27:12.315327"
"19358","229","1","3277","7.99","2022-03-30T02:45:54.442073"
"19363","230","2","2450","8.99","2022-03-07T23:17:35.375649"
"19377","234","1","2005","4.99","2022-03-13T10:18:02.841346"
"19394","237","1","2492","2.99","2022-03-31T16:04:59.562554"
"19396","238","1","1199","2.99","2022-03-22T20:30:31.43441"
"19411","241","2","3258","0.99","2022-04-01T00:20:03.070619"
"19418","243","1","1405","5.99","2022-03-28T05:40:40.310262"
"19430","246","1","2725","0.99","2022-03-30T16:16:06.396346"
"19433","248","1","2066","3.99","2022-03-09T14:31:30.629102"
"19458","255","1","1235","2.99","2022-03-10T23:41:43.036621"
"19471","258","1","1743","2.99","2022-03-06T15:10:14.110687"
"19472","258","2","2678","0.99","2022-03-31T10:22:25.082074"
"19473","258","2","2931","8.99","2022-03-01T14:23:07.278974"
"19486","261","1","1760","2.99","2022-03-14T06:01:13.4714"
"19492","262","1","1563","2.99","2022-03-21T14:11:47.015529"
"19501","264","1","3403","3.99","2022-03-30T11:29:23.353428"
"19508","266","1","3059","4.99","2022-03-15T09:24:56.184728"
"19516","267","1","2877","1.99","2022-03-03T20:01:39.103355"
"19523","267","1","12979","4.99","2022-03-17T11:19:10.189171"
"19530","268","2","11462","7.99","2022-03-05T10:40:32.077114"
"19532","268","2","12007","2.99","2022-03-09T19:43:20.227644"
"19535","268","2","14249","4.99","2022-03-29T23:30:39.672173"
"19537","268","1","14874","0.99","2022-03-29T15:08:59.782333"
"19542","269","1","11915","3.99","2022-03-14T09:11:09.040522"
"19545","269","2","13759","2.99","2022-03-13T03:10:48.841346"
"19551","270","2","10648","4.99","2022-03-21T01:56:29.877775"
"19555","270","1","11917","2.99","2022-03-31T17:18:18.384069"
"19568","272","1","10736","2.99","2022-03-11T06:58:02.169334"
"19578","273","1","11282","4.99","2022-03-06T04:00:41.183578"
"19584","273","2","14558","2.99","2022-03-25T22:49:54.575904"
"19590","274","1","11058","3.99","2022-03-28T03:56:47.874474"
"19598","274","2","14164","7.99","2022-03-12T01:37:54.859129"
"19601","274","1","15260","2.99","2022-03-12T17:17:31.084941"
"19605","275","2","11309","1.99","2022-03-18T06:31:37.649177"
"19609","275","1","13037","3.99","2022-03-20T02:21:18.204075"
"19613","275","2","14063","0.99","2022-03-01T23:41:18.472012"
"19614","275","1","14187","5.99","2022-03-01T23:57:30.83749"
"19623","276","1","11636","4.99","2022-03-30T07:45:24.011417"
"19634","277","2","11574","0.99","2022-03-25T13:28:41.752335"
"19640","277","2","14227","4.99","2022-03-31T17:22:40.571049"
"19651","278","2","13976","0.99","2022-03-16T21:45:56.530963"
"19663","279","2","13588","4.99","2022-03-04T10:41:31.08468"
"19664","279","2","14206","2.99","2022-03-22T07:51:14.156332"
"19669","279","1","15606","2.99","2022-03-28T06:37:47.5166"
"19675","280","2","13231","9.99","2022-03-26T15:43:03.37175"
"19680","280","2","15554","5.99","2022-03-12T10:15:58.439091"
"19688","283","1","11637","0.99","2022-03-22T02:31:18.906137"
"19689","283","2","11846","2.99","2022-03-03T04:54:19.915927"
"19691","283","1","12290","6.99","2022-03-07T19:03:27.505835"
"19702","285","1","10493","5.99","2022-03-30T05:54:44.187104"
"19717","286","1","14905","0.99","2022-03-15T04:26:26.058709"
"19722","287","1","11716","4.99","2022-03-06T09:10:23.225831"
"19723","287","2","12861","2.99","2022-03-09T11:05:57.477852"
"19726","287","1","15084","4.99","2022-03-15T06:01:43.161506"
"19733","288","1","13227","0.99","2022-03-05T13:22:27.521359"
"19737","288","2","15058","2.99","2022-03-01T19:24:33.05925"
"19748","289","1","14087","0.99","2022-03-13T20:20:19.606731"
"19764","292","1","12739","10.99","2022-03-19T19:14:23.218959"
"19766","292","1","14499","0.99","2022-03-10T05:36:39.649675"
"19768","292","1","15117","2.99","2022-03-29T19:39:37.163989"
"19779","293","2","15675","5.99","2022-03-04T04:10:00.589597"
"19784","294","1","11390","2.99","2022-03-27T01:25:29.428747"
"19787","294","1","12278","5.99","2022-03-15T08:35:21.663826"
"19788","294","1","14474","2.99","2022-03-15T06:36:14.786446"
"19792","295","2","11083","4.99","2022-03-06T19:10:25.573961"
"19794","295","2","12041","4.99","2022-03-13T01:39:55.059382"
"19812","297","2","11585","4.99","2022-03-12T00:22:19.826185"
"19815","297","1","12472","10.99","2022-03-06T07:14:58.537038"
"19823","298","1","11070","0.99","2022-03-09T07:42:32.301012"
"19825","298","2","12076","0.99","2022-03-22T12:57:52.782965"
"19826","298","1","12765","8.99","2022-03-22T05:24:29.96568"
"19835","299","1","11746","5.99","2022-03-11T17:29:50.728073"
"19837","299","1","13069","4.99","2022-03-28T12:43:31.871731"
"19840","299","2","14889","4.99","2022-03-10T19:04:01.683029"
"19841","299","2","14898","6.99","2022-03-29T08:38:09.228011"
"19842","300","1","10977","4.99","2022-03-16T08:16:22.360782"
"19845","300","2","13257","3.99","2022-03-29T15:19:17.545843"
"19857","301","1","15268","1.99","2022-03-25T05:08:53.692224"
"19862","302","1","13916","2.99","2022-03-14T00:16:38.330344"
"19865","302","2","15578","2.99","2022-03-15T08:46:26.960463"
"19891","305","2","12846","0.99","2022-03-13T02:17:14.403992"
"19897","306","1","11440","0.99","2022-03-02T03:58:38.719624"
"19901","306","1","12989","2.99","2022-03-16T16:10:06.862922"
"19902","306","1","13686","4.99","2022-03-22T02:11:28.892594"
"19903","306","2","13725","5.99","2022-03-06T23:38:22.210278"
"19906","306","1","15457","2.99","2022-03-16T23:23:03.196938"
"19908","307","1","10374","0.99","2022-03-19T17:08:06.504577"
"19913","307","1","14231","0.99","2022-03-05T21:53:46.20334"
"19924","308","2","14946","2.99","2022-03-10T10:13:04.890344"
"19926","308","2","15493","4.99","2022-03-19T21:30:25.960994"
"19928","309","1","10458","2.99","2022-03-08T09:44:17.857548"
"19930","309","1","10818","2.99","2022-03-05T13:42:16.805995"
"19937","310","2","11137","2.99","2022-03-23T20:52:06.303623"
"19938","310","2","12500","4.99","2022-03-24T08:05:01.959097"
"19940","310","1","12929","4.99","2022-03-09T08:59:04.607175"
"19949","312","2","10858","2.99","2022-03-30T17:58:16.682767"
"19950","312","2","11248","0.99","2022-03-22T22:42:39.160972"
"19951","312","2","11879","5.99","2022-03-28T08:39:00.699426"
"19953","312","1","12945","0.99","2022-03-05T10:19:01.257709"
"19957","312","1","15882","6.99","2022-03-24T07:46:52.364863"
"19967","314","2","11908","3.99","2022-03-03T00:30:26.744997"
"19973","314","1","14409","4.99","2022-03-15T21:34:22.958811"
"19977","314","2","16021","3.99","2022-03-15T20:35:43.532976"
"19987","316","2","13277","5.99","2022-03-13T01:20:55.125559"
"19990","317","1","10364","2.99","2022-03-10T06:46:35.64259"
"19991","317","2","12111","2.99","2022-03-09T13:25:26.597843"
"19994","317","1","13388","4.99","2022-03-11T14:39:11.585632"
"20003","319","2","11598","0.99","2022-03-05T03:18:38.37221"
"20007","319","2","12424","8.99","2022-03-27T05:54:35.53851"
"20009","319","2","14828","4.99","2022-03-01T07:42:36.642623"
"20013","320","2","14171","0.99","2022-03-16T04:29:30.871406"
"20017","321","2","12034","7.99","2022-03-14T22:38:33.756339"
"20020","321","1","15673","6.99","2022-03-14T03:27:35.992258"
"20026","322","2","14042","4.99","2022-03-12T05:35:49.831856"
"20027","322","1","15450","0.99","2022-03-31T16:21:40.493788"
"20035","323","1","14224","2.99","2022-03-26T14:39:19.797498"
"20040","324","1","11771","6.99","2022-03-06T18:28:54.702796"
"20042","324","2","13356","0.99","2022-03-24T08:02:58.429304"
"20044","324","1","14262","8.99","2022-03-11T15:01:42.69618"
"20045","324","2","14479","7.99","2022-03-04T11:06:20.180554"
"20061","327","1","10371","0.99","2022-03-20T15:36:18.108203"
"20063","327","2","11929","6.99","2022-03-06T23:01:24.89208"
"20064","327","1","12016","0.99","2022-03-16T01:00:41.256874"
"20065","327","2","13158","2.99","2022-03-06T13:13:39.659219"
"20077","328","1","13609","2.99","2022-03-09T05:18:56.848024"
"20078","328","2","13681","7.99","2022-03-20T19:36:09.995361"
"20081","328","1","14755","3.99","2022-03-15T08:31:07.633205"
"20083","328","1","15179","4.99","2022-03-16T15:02:43.790181"
"20085","329","1","10473","7.99","2022-03-08T08:41:07.836869"
"20090","329","1","12659","6.99","2022-03-10T03:14:32.923957"
"20092","329","1","14900","4.99","2022-03-14T18:49:03.953121"
"20101","331","1","11362","2.99","2022-03-19T13:12:10.091735"
"20102","331","2","12533","4.99","2022-03-25T06:47:57.126846"
"20105","331","1","14628","1.99","2022-03-17T06:42:06.023708"
"20114","332","2","13673","2.99","2022-03-21T11:27:29.211577"
"20119","333","1","12427","6.99","2022-03-30T05:34:39.741706"
"20120","333","2","12661","0.99","2022-03-25T05:02:21.02762"
"20122","333","2","13710","4.99","2022-03-10T22:29:19.593417"
"20146","336","1","12323","8.99","2022-03-10T21:55:39.818896"
"20150","336","2","13689","4.99","2022-03-04T09:59:13.78314"
"20163","337","2","15241","4.99","2022-03-30T23:06:37.581367"
"20168","338","2","11671","4.99","2022-03-20T08:47:24.292869"
"20176","339","2","11171","4.99","2022-03-31T08:10:26.885306"
"20180","339","1","12631","0.99","2022-03-12T00:18:31.776415"
"20184","339","1","14636","4.99","2022-03-25T07:45:11.871431"
"20192","340","2","12908","1.99","2022-03-08T18:41:57.319791"
"20197","340","1","14895","2.99","2022-03-01T19:11:22.368047"
"20210","342","2","11178","2.99","2022-03-21T05:21:40.944842"
"20213","342","1","12139","6.99","2022-03-08T14:25:01.289951"
"20218","342","2","13637","4.99","2022-03-19T19:14:46.158426"
"20224","342","1","15484","4.99","2022-03-20T23:18:55.080557"
"20226","343","1","10822","0.99","2022-03-27T12:59:16.875935"
"20227","343","1","11212","0.99","2022-03-01T18:35:43.482074"
"20233","344","2","11116","5.99","2022-03-23T08:02:28.504899"
"20236","344","1","13033","3.99","2022-03-07T22:00:46.796267"
"20240","345","2","10982","4.99","2022-03-12T16:40:17.686308"
"20251","346","2","11470","2.99","2022-03-01T01:30:27.002879"
"20261","347","2","13314","5.99","2022-03-16T09:11:24.730385"
"20262","347","2","14894","4.99","2022-03-13T10:27:55.176889"
"20263","347","2","14958","2.99","2022-03-25T22:23:17.116148"
"20265","347","2","15555","4.99","2022-03-11T14:35:00.885217"
"20271","348","2","12884","5.99","2022-03-10T07:10:05.809596"
"20275","348","2","13684","0.99","2022-03-21T18:24:21.358418"
"20277","348","2","14079","3.99","2022-03-14T10:53:33.619847"
"20280","348","1","15944","4.99","2022-03-08T10:28:28.137302"
"20283","349","2","11492","8.99","2022-03-02T12:59:28.166048"
"20287","349","2","14200","6.99","2022-03-12T21:30:11.353824"
"20301","351","2","10501","2.99","2022-03-24T14:13:15.193136"
"20304","351","2","15142","4.99","2022-03-22T03:24:32.266188"
"20305","351","1","15664","4.99","2022-03-16T16:57:07.20589"
"20314","352","2","14852","0.99","2022-03-26T23:47:00.103301"
"20319","353","2","13604","0.99","2022-03-24T16:38:05.699365"
"20329","354","2","14245","0.99","2022-03-19T05:58:16.420515"
"20335","355","1","15367","3.99","2022-03-01T01:44:04.191392"
"20338","356","1","10854","4.99","2022-03-12T17:05:48.127198"
"20346","356","2","13703","6.99","2022-03-03T11:02:28.300156"
"20349","356","1","15757","2.99","2022-03-04T06:25:20.90145"
"20357","358","1","10482","4.99","2022-03-15T03:48:18.999609"
"20363","359","1","11032","4.99","2022-03-15T14:13:42.738934"
"20365","359","2","13297","2.99","2022-03-06T19:25:05.460123"
"20377","360","1","12839","6.99","2022-03-15T03:37:38.161671"
"20390","361","1","13135","0.99","2022-03-30T16:46:06.836"
"20391","361","2","14031","0.99","2022-03-26T16:44:12.076714"
"20395","362","2","10546","3.99","2022-03-07T08:42:13.028194"
"20401","362","2","14336","4.99","2022-03-14T23:47:40.863574"
"20402","362","1","14752","5.99","2022-03-30T13:13:03.076405"
"20407","363","2","12189","5.99","2022-03-15T14:19:30.117121"
"20408","363","2","12760","4.99","2022-03-02T04:48:54.549338"
"20425","365","2","12375","4.99","2022-03-31T01:58:21.156394"
"20426","365","1","12804","8.99","2022-03-01T07:07:14.789147"
"20429","366","1","10384","4.99","2022-03-27T06:32:31.675143"
"20435","366","1","13857","2.99","2022-03-12T07:12:38.582768"
"20439","366","1","14717","2.99","2022-03-08T12:23:13.841063"
"20447","367","2","13235","4.99","2022-03-06T21:27:45.029271"
"20449","367","1","14481","10.99","2022-03-13T20:22:55.338403"
"20460","368","1","14393","7.99","2022-03-04T01:36:34.029807"
"20462","368","1","15437","2.99","2022-03-14T01:02:18.880795"
"20488","371","1","15786","0.99","2022-03-06T03:58:33.70206"
"20490","372","2","11134","10.99","2022-03-28T14:31:15.197775"
"20493","372","1","12224","0.99","2022-03-27T17:02:14.176971"
"20494","372","1","12714","3.99","2022-03-09T12:25:09.021282"
"20503","373","1","10758","5.99","2022-03-08T02:40:09.291668"
"20504","373","2","11066","7.99","2022-03-01T05:09:37.569473"
"20518","374","1","11619","0.99","2022-03-02T21:47:16.803248"
"20522","374","2","14524","8.99","2022-03-21T13:50:20.429922"
"20524","374","1","15200","2.99","2022-03-03T20:23:30.313029"
"20526","374","2","15366","6.99","2022-03-25T11:02:46.598429"
"20528","375","2","10589","1.99","2022-03-04T22:16:14.925906"
"20535","375","2","12663","0.99","2022-03-02T12:14:58.062581"
"20538","375","1","15505","4.99","2022-03-01T05:44:35.471418"
"20546","376","2","13761","4.99","2022-03-24T01:41:13.817999"
"20547","376","1","15107","4.99","2022-03-22T19:48:26.242481"
"20550","377","1","10943","2.99","2022-03-19T15:12:35.489583"
"20551","377","1","12390","1.99","2022-03-04T10:51:24.890885"
"20554","377","1","13275","0.99","2022-03-06T03:17:00.472569"
"20561","378","1","12828","4.99","2022-03-26T05:30:55.632148"
"20563","378","1","14971","2.99","2022-03-10T10:24:10.370226"
"20572","379","1","14886","4.99","2022-03-05T05:16:07.366776"
"20574","379","1","15446","4.99","2022-03-16T22:29:29.434235"
"20582","380","1","14529","6.99","2022-03-18T19:10:58.315487"
"20592","381","2","12135","2.99","2022-03-03T01:21:29.209994"
"20595","381","2","13202","8.99","2022-03-28T00:17:50.591732"
"20597","381","1","13614","0.99","2022-03-16T07:51:43.061591"
"20599","381","1","14198","4.99","2022-03-19T10:44:34.298625"
"20603","382","2","12229","0.99","2022-03-26T09:05:53.262042"
"20604","382","2","12529","0.99","2022-03-29T07:04:13.650287"
"20607","382","2","14354","5.99","2022-03-25T21:49:44.187228"
"20611","383","2","10993","0.99","2022-03-04T08:46:04.045016"
"20616","383","2","14678","4.99","2022-03-25T22:42:13.487932"
"20634","385","1","15488","6.99","2022-03-29T13:36:14.36068"
"20645","387","1","10564","0.99","2022-03-10T04:12:27.475228"
"20655","387","2","14979","0.99","2022-03-09T14:49:58.415981"
"20668","389","2","11348","4.99","2022-03-08T17:22:30.003943"
"20669","389","2","11441","2.99","2022-03-15T23:53:14.108965"
"20689","391","2","10406","2.99","2022-03-17T04:27:10.026098"
"20690","391","1","11151","4.99","2022-03-01T04:15:26.845102"
"20698","392","1","11459","0.99","2022-03-27T07:23:42.001594"
"20699","392","1","11686","2.99","2022-03-03T06:54:48.812335"
"20703","392","1","13629","4.99","2022-03-04T04:25:08.592437"
"20704","392","2","14081","7.99","2022-03-05T09:36:57.302091"
"20710","393","1","12563","4.99","2022-03-22T03:35:12.537328"
"20711","393","1","12676","0.99","2022-03-21T04:01:58.808091"
"20720","394","1","10603","0.99","2022-03-07T06:33:54.045363"
"20725","394","2","13047","0.99","2022-03-11T13:46:08.708082"
"20728","395","1","14471","5.99","2022-03-14T15:20:14.188601"
"20734","396","2","12393","5.99","2022-03-23T22:40:30.0088"
"20741","396","1","14792","1.99","2022-03-07T20:50:25.6293"
"20756","398","1","10230","2.99","2022-03-22T18:09:34.302191"
"20757","398","2","11132","4.99","2022-03-24T18:53:03.548745"
"20763","399","1","11329","4.99","2022-03-08T11:56:33.171805"
"20765","399","1","13253","4.99","2022-03-07T07:49:27.759192"
"20770","400","1","10711","0.99","2022-03-22T18:46:33.479754"
"20783","401","1","13024","4.99","2022-03-31T11:23:31.971289"
"20786","401","1","15831","0.99","2022-03-24T07:46:09.692623"
"20792","403","1","10443","2.99","2022-03-29T20:40:15.340378"
"20795","403","1","11038","7.99","2022-03-10T22:40:09.592947"
"20799","403","2","11558","0.99","2022-03-19T13:54:55.21084"
"20801","403","1","12132","2.99","2022-03-20T14:31:42.768805"
"20804","403","1","14662","0.99","2022-03-17T12:52:38.014931"
"20811","404","1","13422","4.99","2022-03-27T13:15:09.239452"
"20819","405","2","10823","4.99","2022-03-05T22:45:39.770161"
"20822","405","2","12425","5.99","2022-03-12T02:01:50.058597"
"20837","407","1","11214","8.99","2022-03-01T08:51:18.297884"
"20854","408","1","13508","7.99","2022-03-12T19:30:49.331615"
"20856","408","1","13944","2.99","2022-03-24T11:07:57.528263"
"20866","410","1","10402","4.99","2022-03-21T12:42:58.892629"
"20867","410","1","10837","2.99","2022-03-15T08:19:37.411381"
"20877","410","2","14298","4.99","2022-03-10T02:41:31.587953"
"20878","410","1","14319","4.99","2022-03-03T06:30:59.579386"
"20879","410","2","14819","2.99","2022-03-07T16:09:30.779562"
"20890","411","1","15936","0.99","2022-03-19T07:00:24.818966"
"20893","412","2","11027","4.99","2022-03-15T22:54:15.901873"
"20905","413","1","13318","2.99","2022-03-28T14:34:51.698829"
"20906","413","2","13824","4.99","2022-03-16T14:21:30.676205"
"20911","414","2","12930","4.99","2022-03-19T12:28:09.584102"
"20914","414","1","13308","7.99","2022-03-15T16:09:39.63725"
"20928","415","1","15959","0.99","2022-03-25T05:56:29.315993"
"20930","416","1","10354","2.99","2022-03-18T20:57:08.726072"
"20931","416","1","10742","6.99","2022-03-28T02:15:58.91008"
"20935","416","1","12722","8.99","2022-03-08T10:37:06.438458"
"20938","416","1","15235","1.99","2022-03-14T00:22:07.06494"
"20943","417","1","11217","7.99","2022-03-23T01:02:20.495699"
"20952","417","1","14607","2.99","2022-03-07T02:13:56.216004"
"20956","418","1","10709","0.99","2022-03-15T09:13:32.198723"
"20971","418","2","15957","5.99","2022-03-31T19:43:31.984334"
"20973","419","2","11025","4.99","2022-03-16T23:38:11.103681"
"20982","420","2","10291","4.99","2022-03-30T08:43:58.451426"
"20987","420","2","15597","0.99","2022-03-14T17:15:28.226174"
"21005","422","1","14861","4.99","2022-03-17T15:56:00.996962"
"21010","423","1","11091","2.99","2022-03-17T19:06:27.551224"
"21018","424","1","10866","2.99","2022-03-25T16:41:26.416229"
"21023","424","2","13793","3.99","2022-03-24T19:51:03.361003"
"21031","425","2","15784","6.99","2022-03-11T06:21:53.482646"
"21033","426","1","10505","1.99","2022-03-04T03:13:27.426205"
"21034","426","2","11237","0.99","2022-03-08T08:47:02.09"
"21044","427","1","10464","5.99","2022-03-07T15:43:01.541869"
"21045","427","2","10560","4.99","2022-03-12T08:32:37.393684"
"21046","427","1","11024","5.99","2022-03-22T23:30:55.040416"
"21050","427","1","15330","3.99","2022-03-24T07:00:48.869526"
"21059","430","1","13007","0.99","2022-03-14T19:29:47.26887"
"21061","430","2","13454","2.99","2022-03-01T17:08:54.378184"
"21062","430","1","14058","5.99","2022-03-05T20:38:34.648516"
"21065","431","1","10527","4.99","2022-03-01T05:32:23.907619"
"21066","431","2","10959","6.99","2022-03-29T08:58:03.649413"
"21067","431","2","11538","2.99","2022-03-13T07:25:43.99907"
"21068","431","1","12273","6.99","2022-03-08T00:38:35.173839"
"21078","433","1","10663","4.99","2022-03-28T21:14:17.072665"
"21083","433","2","14523","4.99","2022-03-05T06:20:05.747094"
"21092","434","2","13359","9.99","2022-03-27T12:21:00.720678"
"21096","434","2","15385","4.99","2022-03-05T08:13:23.694557"
"21097","435","1","10998","6.99","2022-03-26T17:33:58.684313"
"21098","435","1","11041","2.99","2022-03-05T06:15:34.339276"
"21101","435","2","12046","0.99","2022-03-11T06:00:03.44067"
"21110","436","2","11615","4.99","2022-03-22T22:06:36.155358"
"21117","436","1","13760","5.99","2022-03-24T17:31:37.294971"
"21123","437","1","12205","8.99","2022-03-11T17:54:19.971593"
"21129","438","1","10607","4.99","2022-03-13T03:51:25.828145"
"21130","438","2","11644","4.99","2022-03-30T12:22:32.167633"
"21137","439","2","10744","1.99","2022-03-13T20:28:16.664056"
"21142","439","1","12621","2.99","2022-03-27T08:00:38.521176"
"21146","439","2","14730","5.99","2022-03-22T12:23:15.245826"
"21153","440","1","12850","0.99","2022-03-21T17:48:04.802683"
"21165","441","2","14796","4.99","2022-03-15T02:12:12.458049"
"21171","442","1","13155","7.99","2022-03-15T22:07:09.818995"
"21172","442","2","14199","0.99","2022-03-13T18:08:12.923212"
"21174","442","1","14466","0.99","2022-03-23T16:26:41.090307"
"21186","444","1","10529","4.99","2022-03-20T22:00:40.322904"
"21190","444","1","11728","4.99","2022-03-31T20:33:43.283823"
"21191","444","1","12161","6.99","2022-03-03T18:38:39.379202"
"21193","444","2","12946","2.99","2022-03-20T18:29:36.522016"
"21195","444","2","13559","2.99","2022-03-24T01:04:13.046413"
"21202","445","2","10936","9.99","2022-03-01T22:35:11.742284"
"21213","445","2","15906","2.99","2022-03-18T21:10:17.477546"
"21214","446","1","11051","3.99","2022-03-01T06:29:30.419883"
"21218","446","2","15951","0.99","2022-03-09T18:16:12.501625"
"21226","447","1","13848","4.99","2022-03-28T14:51:59.547756"
"21229","447","1","15997","4.99","2022-03-27T18:44:58.420805"
"21233","448","1","12446","2.99","2022-03-13T21:39:27.794855"
"21245","449","1","12212","4.99","2022-03-14T16:48:05.457854"
"21248","450","1","10984","3.99","2022-03-05T02:25:58.817143"
"21251","450","1","13810","0.99","2022-03-18T02:19:35.100188"
"21253","450","1","14282","4.99","2022-03-21T18:15:02.477095"
"21256","450","2","15419","4.99","2022-03-13T14:04:57.387711"
"21261","451","2","11381","6.99","2022-03-21T13:52:43.163887"
"21273","452","2","11715","4.99","2022-03-30T07:06:08.136712"
"21274","452","1","11735","3.99","2022-03-21T04:57:28.412448"
"21278","452","1","13642","3.99","2022-03-19T11:57:14.821068"
"21285","453","1","14133","2.99","2022-03-26T21:52:34.463867"
"21290","453","2","15627","4.99","2022-03-13T10:47:06.204672"
"21293","454","2","13496","8.99","2022-03-09T12:41:51.437152"
"21307","455","2","13813","4.99","2022-03-25T00:59:00.56737"
"21309","455","2","14583","4.99","2022-03-20T01:10:36.039419"
"21314","456","1","13144","8.99","2022-03-21T13:17:10.534335"
"21322","457","1","12115","4.99","2022-03-24T19:51:52.900819"
"21325","457","1","13150","2.99","2022-03-14T06:56:35.920191"
"21329","457","1","15128","3.99","2022-03-15T19:50:36.973992"
"21331","458","2","11975","2.99","2022-03-14T16:24:49.284314"
"21336","458","2","14428","4.99","2022-03-03T08:44:51.400945"
"21339","459","2","10255","4.99","2022-03-19T00:09:17.399382"
"21340","459","1","10499","7.99","2022-03-18T22:15:22.441755"
"21347","459","1","15126","5.99","2022-03-15T22:01:26.921202"
"21360","460","1","14923","3.99","2022-03-12T14:19:16.137056"
"21364","461","2","11219","0.99","2022-03-29T19:09:49.954754"
"21367","461","1","13269","2.99","2022-03-26T14:04:15.536805"
"21371","461","2","15187","4.99","2022-03-04T22:08:52.983905"
"21373","461","2","15411","2.99","2022-03-25T23:24:08.452606"
"21380","462","2","12582","0.99","2022-03-02T18:16:08.266857"
"21389","463","2","10405","0.99","2022-03-08T09:41:15.304604"
"21392","463","2","12679","6.99","2022-03-30T18:44:32.326867"
"21393","463","1","12950","2.99","2022-03-13T23:15:11.923652"
"21395","463","1","14689","0.99","2022-03-09T18:17:35.821551"
"21397","463","2","15151","7.99","2022-03-31T20:11:15.240021"
"21401","464","1","15092","6.99","2022-03-05T01:17:48.520643"
